CODI ESTRUCTURA Especie ALT COPA PIVI DRMA DEMA LUAR ANTR PRMO TROG ERRU PHOC TUTO TUME TUPH TUVI SYBO SYAT PHBO PHCO REGU REIG AECA PACR PAAT PAMA SIEU CEFA CEBR GAGL FRCO SECI LOCU PYRA EMCA G_m2_ha ALCDOM PEUSMHA RECHERB p_G_fina p_N_fina p_G_median p_N_median p_G_gruesa p_N_gruesa Dfina Dmedia Dgruesa DT SD_maderaFMG RECARBUSTIU TOTR TOTA GENR GENA SPER SPEA UBIR UBIA GRER GREA GRIR GRIA EXCR EXCA PARR PARA SOTR SOTA EDGR EDGA CORR CORA INHR INHA EXTR EXTA HOLR HOLA DHOR DHOA NLTR NLTA
123 PC14 PC Sylvestris 1550 0 0 0 0 0 0 2 0 1 0 0 0 0 1 0 1 0 2 1 0 0 1 1 0 0 0 0 1 0 0 0 0 0 10.00002696 16 5 40 36.29032258 61.5942029 63.70967742 38.4057971 0 0 255 159 0 414 128.7905276 80 9 11 4 5 5 6 0 0 0 0 0 0 0 0 2 2 2 2 4 6 2 2 3 3 6 8 0 0 2 2 1 1
124 PC15 PC Sylvestris 1700 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 0 0 0 0 0 0 2 0 0 11.75003168 15 0 50 70 87.02185792 30 12.97814208 0 0 637 95 0 732 343.6466208 5 7 10 3 3 4 7 0 0 0 0 0 0 0 0 2 4 2 2 3 3 1 2 3 5 3 4 0 0 2 4 2 2
125 PC16 PC Sylvestris 1700 0 0 0 0 0 0 1 1 2 0 0 0 0 1 0 0 0 0 1 0 0 1 2 0 0 0 0 0 1 0 2 0 0 6.25001685 16 0 55 31.48148148 60.06289308 68.51851852 39.93710692 0 0 191 127 0 318 97.21625379 1 9 12 5 6 4 6 0 0 0 0 0 0 0 0 2 3 2 3 3 4 1 1 5 7 5 6 0 0 2 3 2 3
126 PC17 PC Sylvestris 1880 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 9.500025612 12 0 60 100 100 0 0 0 0 828 0 0 828 478.0460229 10 6 6 2 2 3 3 1 1 0 0 0 0 0 0 2 2 0 0 3 3 1 1 2 2 4 4 0 0 2 2 0 0
127 PC18 PC Sylvestris 1880 0 0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 4.222200444 18 0 90 14.76793249 68.16720257 23.41772152 18.32797428 61.81434599 13.50482315 212 57 42 311 94.11871936 15 8 9 4 4 3 4 1 1 0 0 0 0 0 0 2 2 1 1 5 5 1 1 2 3 5 6 0 0 2 2 1 1
128 PC19 PC Sylvestris 1860 0 0 0 0 0 0 0 1 2 0 1 0 1 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 1 4 0 0 15.50004179 16 0 70 65.34954407 93.36592179 15.19756839 4.469273743 19.45288754 2.234636872 1337 64 32 1432 744.3764729 5 8 14 4 5 4 9 0 0 0 0 0 0 0 0 1 2 2 3 4 5 0 0 4 9 5 9 0 0 1 2 2 3
129 PC2 PC Sylvestris 1220 0 0 0 0 0 1 0 1 2 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 4.500012132 18 0 95 0 0 0 0 100 100 0 0 64 64 36.95041723 20 7 8 4 5 2 2 1 1 1 1 1 1 0 0 1 1 2 3 3 4 0 0 4 4 3 3 0 0 1 1 3 4
130 PC20 PC Sylvestris 1860 0 0 0 0 0 1 1 0 1 0 1 1 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 1 7 3 0 0 1.999989684 18 0 90 7.272727273 29.78723404 18.48484848 19.85815603 74.24242424 50.35460993 42 28 71 141 21.9317122 5 11 20 7 13 3 6 1 1 0 0 0 0 0 0 1 1 2 2 6 12 0 0 5 8 9 18 0 0 1 1 1 1
131 PC21 PC Sylvestris 1860 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 0 0 6.555521742 16 0 60 57.26872247 84.01486989 42.73127753 15.6133829 0 0 226 42 0 269 120.2053798 40 8 9 2 3 5 5 1 1 2 2 1 1 1 1 2 2 0 0 3 4 1 1 4 4 4 5 1 1 2 2 1 1
132 PC22 PC Sylvestris 1880 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4.111089906 18 2.5 90 18.91891892 50.35460993 37.45173745 29.78723404 43.62934363 19.85815603 71 42 28 141 21.9317122 30 3 4 2 2 1 2 0 0 0 0 0 0 0 0 1 2 0 0 2 2 1 2 0 0 2 2 0 0 1 2 0 0
133 PC23 PC Sylvestris 1620 0 0 0 1 0 0 0 1 2 0 0 1 1 0 0 0 0 0 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 8.500022916 20 0 30 34.36123348 80.08385744 15.85903084 6.708595388 49.77973568 13.41719078 382 32 64 477 193.4976313 40 8 10 4 5 4 5 0 0 1 1 0 0 1 1 1 1 3 4 2 3 1 1 5 6 4 5 1 1 1 1 2 3
134 PC24 PC Sylvestris 1550 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 4 0 0 3.777758292 22 0 60 0 0 19.67213115 24.56140351 80.32786885 73.68421053 0 14 42 57 21.38535324 1 6 10 2 2 4 8 0 0 1 2 0 0 1 2 1 1 1 1 2 2 0 0 4 8 3 6 1 2 1 1 1 1
135 PC25 PC Sylvestris 1350 0 0 0 0 0 0 1 1 4 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 14.75003977 18 0 80 49.05063291 70.01569859 50.94936709 29.98430141 0 0 446 191 0 637 223.7640126 15 6 10 3 6 3 4 0 0 0 0 0 0 0 0 1 1 2 5 3 7 1 1 2 2 3 4 0 0 1 1 2 5
136 PC26 PC Sylvestris 1350 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 13.75003707 22 0 80 20.97457627 56.18860511 23.51694915 24.95088409 55.50847458 18.66404715 286 127 95 509 102.2953241 30 7 7 3 3 4 4 0 0 1 1 1 1 0 0 1 1 3 3 3 3 1 1 3 3 3 3 0 0 1 1 3 3
137 PC27 PC Sylvestris 1350 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 4.500012132 18 0 80 11.9205298 33.5078534 88.0794702 66.4921466 0 0 64 127 0 191 63.50065616 20 3 4 2 2 1 2 0 0 0 0 0 0 0 0 1 2 1 1 1 1 1 2 1 1 1 1 0 0 1 2 1 1
138 PC28 PC Sylvestris 1350 0 0 0 0 0 0 1 3 2 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1.999989684 16 5 50 20.48997773 44.31372549 54.34298441 44.31372549 25.16703786 10.98039216 113 113 28 255 49.07477288 60 9 12 3 6 6 6 0 0 1 1 1 1 0 0 1 1 3 6 4 5 1 1 4 6 5 5 0 0 1 1 3 6
139 PC29 PC Sylvestris 1350 0 0 0 0 0 0 1 2 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 10.75002898 16 0 90 36.996337 62.47544204 63.003663 37.52455796 0 0 318 191 0 509 160.0697765 60 6 7 3 4 3 3 0 0 0 0 0 0 0 0 1 1 3 4 2 2 0 0 4 5 4 4 0 0 1 1 1 2
140 PC3 PC Sylvestris 1160 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 1 5.500014828 17 0 100 14.18439716 40.25157233 51.06382979 40.25157233 34.75177305 20.12578616 64 64 32 159 18.47520861 10 8 8 2 2 4 4 2 2 1 1 1 1 0 0 2 2 1 1 4 4 1 1 3 3 4 4 0 0 2 2 2 2
141 PC30 PC Sylvestris 1350 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 15.50004179 16 0 90 70.78313253 87.02185792 29.21686747 12.97814208 0 0 637 95 0 732 343.6466208 70 5 7 3 5 2 2 0 0 0 0 0 0 0 0 1 1 3 4 2 3 0 0 3 4 2 3 0 0 1 1 2 3
142 PC31 PC Sylvestris 1350 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 3 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 1 0 6.500017524 20 0 95 11.29943503 33.5078534 61.01694915 49.7382199 27.68361582 16.7539267 64 95 32 191 31.50132272 65 8 11 3 3 5 8 0 0 0 0 0 0 0 0 2 3 3 5 3 3 1 2 4 6 5 7 0 0 2 3 1 1
143 PC32 PC Sylvestris 1350 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 9.250024938 16 0 95 12.7753304 42.60089686 15.85903084 14.34977578 71.36563877 42.60089686 95 32 95 223 36.37306696 60 6 7 2 2 4 5 0 0 1 1 1 1 0 0 1 1 3 4 1 1 0 0 5 6 3 4 0 0 1 1 2 2
144 PC33 PC Sylvestris 1350 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 4.111089906 16 0 95 38.38383838 67.05882353 61.61616162 32.94117647 0 0 57 28 0 85 28.50146195 70 7 10 3 5 4 5 0 0 0 0 0 0 0 0 1 1 3 5 3 4 1 1 3 5 4 6 0 0 1 1 2 3
145 PC34 PC Sylvestris 1350 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8.250022242 10 0 95 59.23913043 80.08385744 40.76086957 19.91614256 0 0 382 95 0 477 198.8793604 70 5 6 3 4 2 2 0 0 0 0 0 0 0 0 1 1 3 4 2 3 0 0 3 3 3 3 0 0 1 1 1 2
146 PC35 PC Sylvestris 1550 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 3.666647754 13 0 70 11.86440678 33.33333333 56.99152542 49.80392157 31.1440678 16.47058824 85 127 42 255 42.50098038 20 7 7 3 3 3 3 1 1 0 0 0 0 0 0 2 2 1 1 2 2 1 1 4 4 4 4 0 0 2 2 1 1
147 PC37 PC Sylvestris 1550 0 0 0 0 0 1 2 0 2 0 0 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 1 7.999958736 14 0 30 18.88888889 60.28368794 53.88888889 29.78723404 27.22222222 9.929078014 85 42 14 141 35.76310948 50 9 11 3 5 4 4 2 2 0 0 0 0 0 0 2 2 2 3 5 7 1 1 3 3 6 7 0 0 2 2 1 2
148 PC38 PC Sylvestris 1600 0 1 0 0 0 1 1 0 2 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 2 0 0 7.250019546 12 7.5 95 0 0 77.52293578 83.2460733 22.47706422 16.7539267 0 159 32 191 84.09716602 30 7 10 2 3 3 5 2 2 1 1 0 0 1 1 1 1 1 2 4 5 1 1 2 4 4 6 1 1 1 1 1 2
149 PC39 PC Sylvestris 1600 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 1 0 1 0 0 10.75002898 13 0 95 6.382978723 39.93710692 29.48328267 29.87421384 64.1337386 29.87421384 127 95 95 318 18.47520861 45 10 10 2 2 6 6 2 2 3 3 2 2 1 1 1 1 2 2 3 3 1 1 6 6 5 5 1 1 2 2 2 2
150 PC4 PC Sylvestris 1150 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 5.250014154 13 0 95 0 0 60.48387097 74.80314961 39.51612903 25.19685039 0 95 32 127 48.33563213 10 5 6 1 1 3 4 1 1 0 0 0 0 0 0 2 3 1 1 2 2 1 1 2 3 2 2 0 0 2 3 1 1
151 PC40 PC Sylvestris 1600 0 1 1 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 3.250008762 13 9.090909091 80 5.63002681 56.95067265 0 0 94.36997319 42.60089686 127 0 95 223 66.05300902 75 10 10 4 4 4 4 2 2 3 3 0 0 3 3 2 2 1 1 4 4 2 2 4 4 5 5 3 3 2 2 0 0
152 PC41 PC Sylvestris 1600 0 1 1 0 0 1 1 0 2 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 1 0 6.25001685 12 2.777777778 80 9.289617486 49.7382199 19.67213115 16.7539267 71.03825137 33.5078534 95 32 64 191 31.50132272 90 11 12 3 4 6 6 2 2 2 2 0 0 2 2 2 2 1 2 7 8 2 2 2 2 6 6 2 2 2 2 1 2
153 PC42 PC Sylvestris 1660 0 0 0 0 0 0 2 0 1 0 0 1 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 2 0 0 0 1 8.250022242 12 0 80 11.95652174 43.52941176 31.95652174 31.37254902 56.08695652 25.09803922 111 80 64 255 23.89560629 70 9 11 5 7 3 3 1 1 0 0 0 0 0 0 1 1 3 3 5 6 1 1 3 4 7 9 0 0 1 1 1 1
154 PC43 PC Sylvestris 1650 0 0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 1 6.750018198 12 0 90 6.073446328 28.69955157 22.31638418 35.87443946 71.61016949 35.87443946 64 80 80 223 9.237604307 45 8 9 4 5 2 2 2 2 0 0 0 0 0 0 1 1 2 2 5 5 1 1 2 3 6 7 0 0 1 1 1 1
155 PC44 PC Sylvestris 1600 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 1 0 1 0 1 0 0 6.000016176 11 7.5 70 3.19284802 31.37254902 15.58109834 25.09803922 81.22605364 43.52941176 80 64 111 255 23.89560629 20 9 9 2 2 6 6 1 1 3 3 2 2 1 1 1 1 1 1 1 1 0 0 8 8 4 4 1 1 2 2 2 2
156 PC45 PC Sylvestris 1600 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 7.375019883 9 0 95 39.25233645 77.42857143 30.21806854 13.71428571 30.52959502 9.142857143 271 48 32 350 133.6076345 60 7 7 2 2 3 3 2 2 0 0 0 0 0 0 2 2 1 1 3 3 1 1 3 3 4 4 0 0 2 2 1 1
157 PC46 PC Sylvestris 1600 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 0 1 11.25003033 12 2.5 95 2.816901408 14.34977578 19.09233177 28.69955157 78.09076682 56.95067265 32 64 127 223 48.33563213 55 10 10 2 2 5 5 3 3 1 1 0 0 1 1 1 1 1 1 5 5 0 0 5 5 8 8 1 1 1 1 0 0
158 PC47 PC Sylvestris 1600 0 0 0 0 1 1 2 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 1 11.87503202 11 2.5 95 7.8125 31.71428571 44.21875 45.42857143 47.96875 22.85714286 111 159 80 350 39.80368492 55 10 11 3 4 4 4 3 3 1 1 1 1 0 0 1 1 2 2 7 8 0 0 3 3 7 8 0 0 1 1 2 2
159 PC48 PC Sylvestris 1600 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 2 0 0 0 1 0 0 0 0 0 2 0 0 0 0 7.125019209 13 11.76470588 95 8.831908832 52.64900662 8.689458689 10.59602649 82.47863248 36.75496689 159 32 111 302 64.12747721 60 6 8 3 4 3 4 0 0 0 0 0 0 0 0 1 1 2 2 2 2 0 0 4 6 5 7 0 0 1 1 0 0
160 PC49 PC Sylvestris 1600 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 1 2.250006066 10 0 95 1.395348837 12.5984252 9.457364341 25.19685039 89.14728682 62.99212598 16 32 80 127 33.30665599 30 7 9 3 4 3 4 1 1 0 0 0 0 0 0 1 2 1 1 5 5 0 0 2 4 6 7 0 0 1 2 0 0
161 PC5 PC Sylvestris 1150 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.500004044 12 0 80 34.21052632 67.36842105 65.78947368 33.68421053 0 0 64 32 0 95 32 10 3 3 1 1 1 1 1 1 0 0 0 0 0 0 1 1 1 1 1 1 0 0 2 2 0 0 0 0 1 1 2 2
162 PC50 PC Sylvestris 1600 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 3.375009099 11 7.5 95 13.15789474 62.99212598 15.78947368 12.5984252 71.05263158 25.19685039 80 16 32 127 33.30665599 40 8 8 5 5 3 3 0 0 0 0 0 0 0 0 2 2 1 1 5 5 1 1 2 2 5 5 0 0 2 2 1 1
163 PC51 PC Sylvestris 1525 0 0 0 1 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 1 0 0 0 0 12.5000337 17 0 90 7.079646018 33.21678322 21.23893805 22.37762238 71.68141593 44.40559441 95 64 127 286 31.50132272 20 10 11 3 4 7 7 0 0 2 2 1 1 1 1 2 2 3 4 1 2 1 1 8 8 4 4 1 1 2 2 3 4
164 PC52 PC Sylvestris 1350 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 3 0 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 6.500017524 20 0 95 11.29943503 33.5078534 61.01694915 49.7382199 27.68361582 16.7539267 64 95 32 191 31.50132272 65 7 10 3 3 4 7 0 0 0 0 0 0 0 0 2 3 3 5 2 2 1 2 4 6 4 6 0 0 2 3 1 1
165 PC53 PC Sylvestris 1350 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 9.250024938 16 0 95 12.7753304 42.60089686 15.85903084 14.34977578 71.36563877 42.60089686 95 32 95 223 36.37306696 60 5 6 2 2 3 4 0 0 1 1 1 1 0 0 1 1 3 4 0 0 0 0 5 6 2 3 0 0 1 1 2 2
166 PC54 PC Sylvestris 1350 0 0 0 0 0 0 2 2 1 0 0 0 0 0 0 2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 4.111089906 16 0 95 38.38383838 67.05882353 61.61616162 32.94117647 0 0 57 28 0 85 28.50146195 70 7 10 3 5 4 5 0 0 0 0 0 0 0 0 1 1 3 5 3 4 1 1 3 5 4 6 0 0 1 1 2 3
167 PC55 PC Sylvestris 1350 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 8.250022242 10 0 95 59.23913043 80.08385744 40.76086957 19.91614256 0 0 382 95 0 477 198.8793604 70 5 6 3 4 2 2 0 0 0 0 0 0 0 0 1 1 3 4 2 3 0 0 3 3 3 3 0 0 1 1 1 2
168 PC6 PC Sylvestris 1125 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 1 1 0 0 0 0 2.250006066 16 0 90 6.153846154 33.68421053 93.84615385 67.36842105 0 0 32 64 0 95 32 10 6 8 3 3 2 4 1 1 0 0 0 0 0 0 1 3 1 1 2 2 1 1 3 5 4 4 0 0 1 3 1 1
169 PC7 PC Sylvestris 1170 0 0 0 0 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 6.750018198 18 0 95 0 0 0 0 100 100 0 0 95 95 54.84827557 10 6 7 3 4 3 3 0 0 1 1 1 1 0 0 1 1 3 4 1 2 1 1 4 4 2 2 0 0 1 1 3 4
170 PC8 PC Sylvestris 1250 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 1 0 0 0 0 6.500017524 16 0 100 0 0 38.91891892 50.39370079 61.08108108 50.39370079 0 64 64 127 36.95041723 10 6 7 2 2 3 4 1 1 0 0 0 0 0 0 2 3 1 1 1 1 1 1 4 5 3 3 0 0 2 3 1 1
171 PC9 PC Sylvestris 1230 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 0 0 0 6.500017524 16 0 95 0 0 38.91891892 50.39370079 61.08108108 50.39370079 0 64 64 127 36.95041723 20 5 6 2 2 2 3 1 1 0 0 0 0 0 0 2 3 1 1 1 1 1 1 3 4 2 2 0 0 2 3 1 1
172 PD1 PD Sylvestris 1650 0 0 0 2 0 0 0 2 1 0 0 0 0 2 0 0 0 1 0 0 0 1 3 0 1 0 0 1 5 0 2 0 0 24.50006605 15 20 50 47.1042471 67.96482412 31.08108108 23.99497487 21.81467181 8.040201005 541 191 64 796 247.0350852 15 11 21 5 11 6 10 0 0 2 3 1 1 1 2 2 4 2 3 3 4 2 2 6 15 5 11 1 2 3 5 2 3
173 PD10 PD Sylvestris 1550 0 0 0 1 0 0 0 0 2 0 0 0 1 0 0 0 0 0 2 1 0 0 2 0 2 0 2 1 2 0 1 0 0 33.25008964 22 63.662 90 27.36077482 48.32826748 47.33656174 41.94528875 25.30266344 9.625126646 477 414 95 987 204.7982747 0 11 17 3 5 8 12 0 0 3 5 2 4 1 1 1 2 1 2 2 3 1 1 8 13 6 8 1 1 2 4 2 4
174 PD11 PD Sylvestris 1260 0 0 1 1 0 0 0 1 3 0 0 1 0 0 0 2 0 1 0 0 0 1 3 0 1 0 2 1 2 0 0 1 0 35.75009638 20 20 80 3.948772679 19.97487437 28.70864461 35.92964824 67.34258271 43.96984925 159 286 350 796 97.21625379 30 14 21 5 8 9 13 0 0 4 5 2 3 2 2 2 4 4 7 3 5 3 3 8 13 6 8 2 2 3 5 3 6
175 PD12 PD Sylvestris 1260 0 0 1 1 0 0 0 2 3 0 0 1 0 0 0 2 0 0 1 1 0 1 2 0 1 0 1 0 1 0 0 1 0 43.50011728 17 95.493 80 3.395061728 25.83586626 15.20061728 22.59371834 81.40432099 51.5704154 255 223 509 987 156.7035418 40 14 19 4 7 10 12 0 0 4 4 2 2 2 2 2 3 4 8 2 4 2 2 10 13 6 7 2 2 3 4 3 6
176 PD13 PD Sylvestris 1150 0 0 1 1 0 0 0 1 3 0 0 1 0 0 0 1 0 1 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 32.50008762 22 40 70 4.459203036 29.68568102 25.23719165 29.68568102 70.30360531 40.74505239 255 255 350 859 54.84827557 30 14 16 4 6 10 10 0 0 4 4 2 2 2 2 2 2 4 6 3 5 2 2 9 9 6 6 2 2 3 3 3 5
177 PD14 PD Sylvestris 1150 0 0 1 1 0 0 0 2 2 0 0 1 0 0 0 2 0 2 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 25.0000674 20 40 80 10.65675341 34.83606557 30.2354399 34.83606557 59.10780669 30.46448087 255 255 223 732 18.47520861 60 12 16 3 5 9 11 0 0 3 3 1 1 2 2 3 3 4 7 3 5 2 2 7 9 4 6 2 2 4 4 2 4
178 PD2 PD Sylvestris 1650 0 0 0 1 0 0 0 1 3 0 0 0 0 0 0 3 0 0 1 0 1 2 2 0 1 0 1 2 1 0 0 0 0 11.1110538 16 10 40 23.15010571 50 47.78012685 37.45583039 29.06976744 12.54416961 283 212 71 566 107.9089122 30 12 19 4 7 8 12 0 0 3 3 2 2 1 1 2 4 3 7 1 3 2 4 9 12 5 8 1 1 3 5 3 5
179 PD20 PD Sylvestris 1240 0 0 1 1 0 0 0 3 2 0 0 0 0 0 0 1 0 0 0 0 0 1 4 0 1 0 2 1 0 0 0 0 0 25.25006807 15 20 90 9.6069869 21.72131148 68.99563319 65.16393443 21.39737991 12.97814208 159 477 95 732 204.5906482 50 10 17 3 6 7 11 0 0 4 5 2 3 2 2 2 5 3 6 1 2 3 3 6 12 2 2 2 2 3 6 3 7
180 PD21 PD Sylvestris 1240 0 0 1 1 0 0 0 1 3 0 0 0 0 0 0 1 0 0 1 1 0 1 1 0 1 0 2 1 1 0 0 0 0 33.50009032 17 31.831 90 14.86988848 29.94764398 60.84262701 56.64921466 24.28748451 13.29842932 286 541 127 955 208.8468338 20 13 16 4 6 9 10 0 0 4 5 2 3 2 2 2 2 3 5 1 3 3 3 9 10 5 5 2 2 3 3 3 6
181 PD22 PD Sylvestris 1200 0 0 1 1 0 0 0 1 3 0 0 1 0 1 0 1 0 0 0 2 0 2 2 0 0 0 1 0 2 0 0 1 0 40.75010986 18 31.831 80 1.485608171 3.725261932 47.07520891 55.52968568 51.43918292 40.74505239 32 477 350 859 229.2298701 40 13 19 5 8 8 11 0 0 3 3 1 1 2 2 2 4 4 6 3 5 2 3 8 11 6 8 2 2 2 4 3 5
182 PD23 PD Sylvestris 1200 0 0 1 1 0 0 0 2 3 0 0 0 1 0 0 1 0 1 0 0 1 2 2 0 0 0 1 1 0 0 0 1 0 50.75013682 20 31.831 60 10.57268722 31.72413793 38.25256975 39.00383142 51.17474302 29.27203065 414 509 382 1305 66.05300902 90 13 18 3 6 10 12 0 0 3 3 1 1 2 2 2 4 3 6 4 6 3 4 6 8 6 6 2 2 2 4 3 6
183 PD24 PD Sylvestris 1380 0 1 1 1 0 0 0 2 2 0 0 1 0 0 0 2 0 0 1 2 0 1 1 0 0 0 1 0 2 0 0 0 0 28.75007751 20 20 50 0.98400984 10.5785124 31.36531365 42.14876033 67.65067651 47.27272727 64 255 286 605 120.2261757 55 13 18 4 7 8 10 1 1 4 4 1 1 3 3 2 2 4 7 2 3 2 2 9 13 5 8 3 3 2 2 3 5
184 PD25 PD Sylvestris 1380 0 1 1 1 0 0 0 2 3 0 0 1 0 1 0 2 0 1 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0 25.25006807 18 10 60 8.849557522 33.38323353 33.92330383 33.38323353 57.22713864 33.38323353 223 223 223 668 0 60 13 17 5 8 7 8 1 1 4 4 1 1 3 3 1 1 4 8 4 6 1 1 8 10 6 7 3 3 1 1 3 6
185 PD26 PD Sylvestris 1380 0 1 1 1 0 0 0 2 1 0 0 0 1 0 0 2 0 0 1 0 0 0 3 0 0 0 2 0 1 0 0 1 0 25.50006875 20 30 30 7.227138643 26.28099174 35.54572271 36.85950413 57.22713864 36.85950413 159 223 223 605 36.95041723 50 12 17 3 4 8 12 1 1 4 5 1 2 3 3 1 3 3 5 4 4 1 1 7 12 5 6 3 3 1 3 3 5
186 PD27 PD Sylvestris 1380 0 1 1 2 0 0 0 1 3 0 0 0 1 0 0 2 0 1 0 2 0 2 1 0 0 0 0 0 0 0 0 1 0 28.00007549 20 20 30 0.741427247 10.5785124 15.6626506 26.28099174 83.59592215 63.14049587 64 159 382 605 163.2370464 70 12 18 2 4 9 13 1 1 3 4 0 0 3 4 2 3 3 6 5 7 2 3 5 8 5 7 3 4 2 3 2 4
187 PD28 PD Sylvestris 1380 0 1 1 1 0 0 0 1 2 0 0 0 0 1 0 1 0 2 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 25.25006807 20 20 55 21.19503946 59.37193327 22.2096956 21.8842002 56.59526494 18.74386654 605 223 191 1019 230.3417751 40 14 16 4 5 9 10 1 1 4 4 1 1 3 3 2 2 3 4 5 7 2 2 7 7 6 7 3 3 2 2 3 4
